Dates,Locations,Temperatures,Humidity,precipitation,Wind Speed,Pressure
2023-01-01,Jammu,30.81629671231173,93.44612417593206,41.89541874259018,14.354732103215674,987.7201782457639
2023-01-02,Jammu,27.33181506426021,42.40298636403915,42.93821396747361,17.566911863799056,1030.1840168452807
2023-01-03,Srinagar,17.836108255069934,88.66733414392966,37.41779268328699,16.241232627223148,993.4530963304495
2023-01-04,Jammu,10.945066651266636,43.37745843695182,21.960530062485866,2.580964710988296,1036.953367181498
2023-01-05,Jammu,39.884980006308446,92.86161293151322,30.527337750771228,1.710807420108581,968.0657541311303
2023-01-06,Jammu,17.047252089438917,80.31695228774271,8.018270305987157,3.16450282383107,1044.768617706428
2023-01-07,Srinagar,18.05548097318702,84.39254214731508,33.68227087374539,17.567630516178376,971.877170841088
2023-01-08,Srinagar,6.544952847666767,21.44052444803636,8.962662786964037,16.330346629029634,982.6220506980932
2023-01-09,Srinagar,31.792381949997175,97.02482856592208,34.69747952550784,7.0122237611023275,1025.619223410678
2023-01-10,Srinagar,27.747289031259545,78.13367936562585,11.479908037698433,19.133224255367747,989.3755141565407
2023-01-11,Srinagar,8.830784511550416,44.380087630890664,5.877565007510999,24.60202506166948,1010.8211376766446
2023-01-12,Srinagar,3.295241824633708,86.35157318870776,8.26422450714787,1.247368795397813,994.4573501069428
2023-01-13,Srinagar,27.219972082988523,42.521695873194396,0.0996067609535134,14.943898306441273,1024.2369937089782
2023-01-14,Srinagar,26.18044857124541,89.82030716529023,35.93698089267651,20.679312363080708,972.8331252368611
2023-01-15,Jammu,10.930381079928374,29.00643123295496,36.620052452918955,7.569357812090613,955.8457987236877
2023-01-16,Jammu,38.03454249001641,76.29487819686366,25.746667495662972,9.233127158794472,979.9929397473067
2023-01-17,Srinagar,6.042315671236009,63.25587813159282,8.068140052769184,18.409137089681515,997.430866486843
2023-01-18,Srinagar,17.293392041704077,27.722757615635267,4.177716875534488,26.938058803312106,966.8020052192678
2023-01-19,Jammu,37.74463680670395,39.35150626070712,0.9564483218643505,24.29773260908698,985.4797289656389
